CASRN,Set,Mol Formula,Chem Name,logKow_exp,logKow_pred,Residual,Reference
2-99-1,N,C8H13N3O4,2NITROIMIDAZOLE123DIMETHOXYPROPYL,0.06,-0.2,-0.26,BioByte (1995)
2-99-2,N,C18H28N2O3,3BUTOXYCARBANILATEO2NPIPERIDINYLETHYL,4.62,4.36,-0.26,BioByte (1995)
2-99-3,N,C9H13F2N5O3S1,3NITROTRIAZOLENMETHOXYPROPYLDIFLUOROPR..,1.1,0.84,-0.26,BioByte (1995)
2-99-4,N,C6H9F1N4O3,TRIAZINE3NITRO13METHOXY2FLUOROPROPYL,-0.04,-0.31,-0.27,BioByte (1995)
2-99-5,N,C10H12N4O2,DIDEOXYPURINE,-0.47,-0.74,-0.27,BioByte (1995)
2-99-6,N,C13H13N3O3,IMIDAZOLE1HYDROXYETHYL2STYRYL5NITRO,2.25,1.98,-0.27,BioByte (1995)
2-99-7,N,C11H8N2O5,ISOQUINOLINE134TRIONE5NITRO,0.82,0.55,-0.27,BioByte (1995)
2-99-8,N,C23H37N5O4,ACLYSPHELEUN,0.98,0.71,-0.27,BioByte (1995)
2-99-9,N,C19H17CL1F1N3O6S1,5HYDROXYFLOXACILLIN,2.23,1.95,-0.28,BioByte (1995)
3-00-0,N,C13H14CL2O3,CYCLOPROPANECARBOXYLICACID1PETHOXYPH Der,4.1,3.81,-0.29,BioByte (1995)
3-00-1,N,C11H20CL1N4O3,NITROSOUREA12CHLOROETHYL31OXO2255TETRAME,1.67,1.38,-0.29,BioByte (1995)
3-00-2,N,C22H35N5O4,ACLYSPHEVALN,0.51,0.22,-0.29,BioByte (1995)
3-00-3,N,C21H30N4O2S1,8AERGOLINESULFAMIDENNDIETHYLNETHYL,3.09,2.8,-0.29,BioByte (1995)
3-00-4,N,C10H13N5O3,3DEOXYADENOSINE,-0.61,-0.91,-0.3,BioByte (1995)
3-00-5,N,C11H10CL2N4,PYRIMIDINE24DIAMINO523DICHLOROBENZYL,2.81,2.51,-0.3,BioByte (1995)
3-00-6,N,C18H32N4O6,ACILELEUASPN,-0.04,-0.34,-0.3,BioByte (1995)
3-00-7,N,C22H35N5O4,ACLEUORNPHEN,0.53,0.22,-0.31,BioByte (1995)
3-00-8,N,C24H30F1N1O4,DEXAMETHASONE17BNPROPYNYLCARBOXAMIDEANAL,2.0,1.69,-0.31,BioByte (1995)
3-00-9,N,C13H16N4O2,PYRIMIDINE24DIAMINO525DIMETHOXYBENZYL,1.7,1.38,-0.32,BioByte (1995)
3-10-0,N,C14H28N4O3,ACLYSLEUN,-0.26,-0.58,-0.32,BioByte (1995)
3-10-1,N,C22H35N5O4,ACORNPHELEUN,0.54,0.22,-0.32,BioByte (1995)
3-10-2,N,C10H10F1I1N4O2,DIDEOXYPURINERIBOSIDE6IODO2FLUORO,0.63,0.3,-0.33,BioByte (1995)
3-10-3,N,C13H13N1O5,ISOQUINOLINE134TRIONE57DIMETHOXY,1.23,0.9,-0.33,BioByte (1995)
3-10-4,N,C16H18N2O4,ISOQUINOLINE134TRIONE5NNDIETHYLCARBAMOYL,0.78,0.45,-0.33,BioByte (1995)
3-10-5,N,C22H25F2N1O4,NEBIVOLOL,4.04,3.71,-0.33,BioByte (1995)
3-10-6,N,C11H11N1O2,8QUINOLINOL5METHOXYMETHYL,1.78,1.44,-0.34,BioByte (1995)
3-10-7,N,C15H20O4,PLENOLIN,0.53,0.19,-0.34,BioByte (1995)
3-10-8,N,C11H11Br1N2O2,BENZOQUINONE25BISAZIRIDINYL3BROMO6METHYL,1.36,1.01,-0.35,BioByte (1995)
3-10-9,N,C19H22N2O5,IMIDAZOLE1CARBOXYLATE derivative,3.59,3.24,-0.35,BioByte (1995)
3-11-0,N,C8H8N4,TETRAZOLE2BENZYL,1.03,0.67,-0.36,BioByte (1995)
3-11-1,N,C10H7N1O3,ISOQUINOLINE134TRIONENMETHYL,0.6,0.24,-0.36,BioByte (1995)
3-11-2,N,C13H26N4O3,ACORNLEUN,-0.71,-1.07,-0.36,BioByte (1995)
3-11-3,N,C10H12CL1N5O4,2CHLOROADENOSINE,-0.37,-0.73,-0.36,BioByte (1995)
3-11-4,N,C25H36F1N1O4,DEXAMETHASONE17BNTBUTYLCARBOXAMIDEANALOG,3.2,2.84,-0.36,BioByte (1995)
3-11-5,N,C12H11N1O3,ISOQUINOLINE134TRIONENPROPYL,1.6,1.23,-0.37,BioByte (1995)
3-11-6,N,C8H10N2O6S2,NITROBENZENE2NNBISMETHYLSULFONYL,0.81,0.44,-0.37,BioByte (1995)
3-11-7,N,C26H38F1N1O4,DEXAMETHASONE17BNISOPENTYLCARBOXAMIDEAN,3.74,3.37,-0.37,BioByte (1995)
3-11-8,N,C3H13N3O4,RO113696,0.03,-0.35,-0.38,BioByte (1995)
3-11-9,N,C10H12F1N5O4,NSC30605,-0.8,-1.18,-0.38,BioByte (1995)
3-12-0,N,C20H22N2O6S1,CEPHALOSPORINIBUTYROYLMANDELICANALOG,2.05,1.67,-0.3,BioByte (1995)
3-12-1,N,C11H9N1O3,ISOQUINOLINE134TRIONE,1.13,0.74,-0.39,BioByte (1995)
3-12-2,N,C15H20N4O2S1,124OXADIAZOLE5PHE3CNOHSCH2CH2NET2,2.88,2.49,-0.39,BioByte (1995)
3-12-4,N,C17H26N4O3,ACLYSPHEN,0.12,-0.27,-0.39,BioByte (1995)
3-12-5,N,C13H18CL1N1O1,BENZAZEPINE6CHLORO3METHOXYETHYL,3.0,2.6,-0.4,BioByte (1995)
3-12-6,N,C15H9N1O3,ISOQUINOLINE134TRIONENPHENYL,1.14,0.74,-0.4,BioByte (1995)
3-12-7,N,C12H16N3O3P1,PHOSPHORICTRIAMIDENMMETHOXYBENZOYL..,0.86,0.46,-0.4,BioByte (1995)
3-12-8,N,C21H28F1N1O4,DEXAMETHASONE17BETACARBOXAMIDEANALOG,1.41,1.01,-0.4,BioByte (1995)
3-12-9,N,C11H8CL1N1O3,ISOQUINOLINE134TRIONE7CHLORO,1.79,1.38,-0.41,BioByte (1995)
3-13-0,N,C8H11F2N5O4,FNT2,-0.47,-0.88,-0.41,BioByte (1995)
3-13-1,N,C17H26N4O3,ACPHELYSN,0.14,-0.27,-0.41,BioByte (1995)
3-13-2,N,C7H6N2,PHENYLCYANAMIDEHEMIHYDRATE,1.87,1.45,-0.42,BioByte (1995)
3-13-3,N,C12H11N3,2AMINO3METHYL9HPYRIDO23BINDOLE,2.9,2.48,-0.42,BioByte (1995)
3-13-4,N,C10H12F1N5O2,DIDEOXYPURINE2AMINO8FLUORO,-0.03,-0.45,-0.42,BioByte (1995)
3-13-5,N,C10H10Br1F1N4O2,DIDEOXYPURINERIBOSIDE6BROMO2FLUORO,0.44,0.02,-0.42,BioByte (1995)
3-13-6,N,C21H30N4O6,ACPHEASPLEUN,0.39,-0.03,-0.42,BioByte (1995)
3-13-7,N,C23H37N5O4,ACLEULYSPHEN,1.14,0.71,-0.43,BioByte (1995)
3-13-8,N,C21H30N4O6,ACASPPHELEUN,0.4,-0.03,-0.43,BioByte (1995)
3-13-9,N,C9H6I1N1O1,QUINOLINE8HYDROXY5IODO,3.27,2.83,-0.44,BioByte (1995)
3-14-0,N,C9H6F1N1O1,8QUINOLINOL5FLUORO,2.3,1.86,-0.44,BioByte (1995)
3-14-1,N,C14H11F2N1O2,PHENYLACETICACID226DIFLUOROANILINO,3.57,3.13,-0.44,BioByte (1995)
3-14-2,N,C13H13N1O3,ISOQUINOLINE134TRIONENIBUTYL,2.08,1.64,-0.44,BioByte (1995)
3-14-3,N,C22H32O3,ORG2058,4.01,3.57,-0.44,BioByte (1995)
3-14-4,N,C28H33F1N2O6,DEXAMETHASONE17BNPNITRO Derivative,3.44,3.0,-0.44,BioByte (1995)
3-14-5,N,C10H9N1O3,OXAZOLIDINE24DIONE5METHYL5PHENYL,1.85,1.4,-0.45,BioByte (1995)
3-14-6,N,C8H10N4O2,NITROBENZENE433DIMETHYLTRIAZENYL,3.25,2.8,-0.45,BioByte (1995)
3-14-7,N,C12H11N1O3,ISOQUINOLINE134TRIONENIPROPYL,1.6,1.15,-0.45,BioByte (1995)
3-14-8,N,C8H11F2N5O4,TRIAZINE3NITRO13METHOXYETHYLAM Deriv,-0.15,-0.6,-0.45,BioByte (1995)
3-14-9,N,C11H9N1O2,5ACETYL8QUINOLINOL,1.8,1.34,-0.46,BioByte (1995)
3-15-0,N,C12H17N1O2,PTOLUICACIDNNDIMETHYLAMINOETHYLESTER,2.53,2.07,-0.46,BioByte (1995)
3-15-1,N,C4H6N4O4S1,IMIDAZOLE1METHYL4NITRO5SULFONAMIDO,-0.74,-1.2,-0.46,BioByte (1995)
3-15-2,N,C13H13N1O3,ISOQUINOLINE134TRIONENBUTYL,2.18,1.72,-0.46,BioByte (1995)
3-15-4,N,C10H11N5,IMIDAZOLIDINE2CYANOIMINO Derivative,0.77,0.29,-0.48,BioByte (1995)
3-15-5,N,C10H12O3,PROPIONICACID2METHOXY2PHENYL,1.64,1.16,-0.48,BioByte (1995)
3-15-6,N,C5H6N4O3,2IMIDAZOLECARBOXAMIDE1METHYL5NITRO,0.29,-0.19,-0.48,BioByte (1995)
3-15-7,N,C13H15Br1N4O2,PYRIMIDINE24DIAMINO53BROMO45diMeOBenzyl,2.23,1.75,-0.48,BioByte (1995)
3-15-8,N,C13H15N5O2,PYRIMIDINE24DIAMINO53CARBONAMIDOMeOBenzy,0.28,-0.21,-0.48,BioByte (1995)
3-15-9,N,C16H18N2O5S1,CEPHALOSPORANICACID7DMANDELAMIDO Deriv,0.47,-0.03,-0.5,BioByte (1995)
3-16-0,N,C18H32N4O6,ACLEUASPLEUN,0.16,-0.34,-0.5,BioByte (1995)
3-16-1,N,C8H12N4O4,2NITROIMIDAZOLE1NHYDROXYETHYLPROPIONAM,-1.08,-1.59,-0.51,BioByte (1995)
3-16-2,N,C15H23N1O2,PBUTYLBENZOICACIDNNDIMETHYLAMINOETHYLEST,4.06,3.55,-0.51,BioByte (1995)
3-16-3,N,C13H13N1O3,ISOQUINOLINE134TRIONENSBUTYL,2.15,1.64,-0.51,BioByte (1995)
3-16-4,N,C23H31CL1F1N1O4,DEXAMETHASONE17BNCHLOROETHYLCARBOX,2.73,2.22,-0.51,BioByte (1995)
3-16-5,N,C5H3CL3O3,25HFURANONE3CHLORO4DICHLOROMETHYL5-OH,1.13,0.61,-0.52,BioByte (1995)
3-16-6,N,C7H11N5O4,124TRIAZOLE3NITRO1N3HYDROXYPROPYLACETAM,-1.27,-1.79,-0.52,BioByte (1995)
3-16-7,N,C7H9N5O4,3NITRO124TRIAZOLE1NHYDROXYETHYL Deriv,-0.77,-1.3,-0.53,BioByte (1995)
3-16-9,N,C19H24N2O4S1,IMIDAZOLE1THIOCARBOYLATE Deriv,4.77,4.24,-0.53,BioByte (1995)
3-17-1,N,C15H11N1O3,ISOQUINOLINE134TRIONE67BENZO,2.47,1.91,-0.56,BioByte (1995)
3-17-3,N,C10H11CL1F1N5O2,DIDEOXYARAG6CHLORO2FLUORO,0.28,-0.29,-0.57,BioByte (1995)
3-17-4,N,C20H26N2O3,3BENZYLOXY2PROPANOLAMINENBENZYLAMIDOET,1.45,0.88,-0.57,BioByte (1995)
3-17-5,N,C23H29F1N2O4,DEXAMETHSONE17BNCYANO Derivative,1.57,1.0,-0.57,BioByte (1995)
3-17-6,N,C11H8N2O1,8QUINOLINOL5CYANOMETHYL,1.81,1.23,-0.58,BioByte (1995)
3-17-7,N,C11H13F1N4O3,DIDEOXYPURINERIBOSIDE6METHOXY2FLUORO,0.25,-0.33,-0.58,BioByte (1995)
3-17-8,N,C8H13N5O4,124TRIAZOLE3NITRO1N3METHOXYPROPYLACETAM,-0.49,-1.09,-0.6,BioByte (1995)
3-17-9,N,C12H12N4S1,PYRRALTHIOSEMICARBAZONENPHENYL,3.73,3.13,-0.6,BioByte (1995)
3-18-0,N,C22H31F1O2,FENP,4.66,4.06,-0.6,BioByte (1995)
3-18-1,N,C2H2N4O2,1H124TRIAZOLE3NITRO,-0.33,-0.94,-0.61,BioByte (1995)
3-18-2,N,C9H7N3O2,PYRAZOLE1PNITROPHENYL,2.25,1.64,-0.61,BioByte (1995)
3-18-3,N,C11H14N4O1,BENZOTRIAZOLE14PENTANAMIDE,1.15,0.54,-0.61,BioByte (1995)
3-18-4,N,C14H14F4O3,CYCLOBUTANECARBOXYLICACID ester deriv,4.06,3.95,-0.11,BioByte (1995)
3-18-5,N,C17H22N2O5S1,IMIDAZOLE1CARBOXYLATE Derivative,2.59,1.98,-0.61,BioByte (1995)
3-18-6,N,C27H40F1N1O4,DEXAMETHASONE17BNHEXYLCARBOXAMIDEANALOG,4.54,3.93,-0.61,BioByte (1995)
3-18-7,N,C9H13N3O2S1,METHYLPHENYLSULFONE433DIMETHYLTRIAZENYL,1.59,0.97,-0.62,BioByte (1995)
3-18-8,N,C12H16N3O3P1,PHOSPHORICTRIAMIDENPMETHOXYBENZOYLNNDIET,1.08,0.46,-0.62,BioByte (1995)
3-18-9,N,C9H10F3N3,"1-Triazene,33-diMe-1-[4(TriF-Me)Ph]",4.0,3.37,-0.63,BioByte (1995)
3-19-0,N,C6H7Br2N3O4,MISONIDAZOLE45DIBROMO,1.02,0.39,-0.63,BioByte (1995)
3-19-1,N,C15H14N2O2S1,ISOMAZOLEBENZIMIDAZOLEANALOG,2.15,1.52,-0.63,BioByte (1995)
3-19-2,N,C12H15F1N4O3,DIDEOXYPURINERIBOSIDE6ETHOXY2FLUORO,0.8,0.16,-0.64,BioByte (1995)
3-19-3,N,C21H30N4O6,ACASPILEPHEN,0.61,-0.03,-0.64,BioByte (1995)
3-19-4,N,C23H29F1O6,9FDP16CM,1.78,1.14,-0.64,BioByte (1995)
3-19-5,N,C21H32O3,RENANOLONE,3.28,2.63,-0.65,BioByte (1995)
3-19-6,N,C15H17N3O6S1,Londax,2.4,1.75,-0.65,BioByte (1995)
3-19-7,N,C11H11N1O2,INDOLE3CARBOXYLICACIDETHYLESTER,3.04,2.38,-0.66,BioByte (1995)
3-19-8,N,C6H8Br1N3O4,MISONIDAZOLE5BROMO,0.16,-0.5,-0.66,BioByte (1995)
3-19-9,N,C12H11N1O4,ISOQUINOLINE134TRIONE7METHOXY,1.49,0.82,-0.67,BioByte (1995)
3-20-0,N,C10H12CL1N5O3,5CHLORO5DEOXYADENOSINE,-0.06,-0.73,-0.67,BioByte (1995)
3-20-1,N,C10H10N2O5,13BENZOXAZIN4ONENETHYLNITRATE,1.85,1.17,-0.68,BioByte (1995)
3-20-2,N,C10H12N2,DIHYDRONICOTYRINE,1.47,0.78,-0.69,BioByte (1995)
3-20-3,N,C8H8N4,TETRAZOLE1BENZYL,1.36,0.67,-0.69,BioByte (1995)
3-20-4,N,C10H9N1O2,INDOLE5CARBOXYLICACIDMETHYLESTER,2.58,1.89,-0.69,BioByte (1995)
3-20-5,N,C17H14CL2N2O2,FORMAMIDOXIMEOBENZYL Derivative,4.2,4.66,0.46,BioByte (1995)
3-20-6,N,C12H15N5O4,2DEOXYADENOSINEN6BENZOYL,-0.19,-0.91,-0.72,BioByte (1995)
3-20-7,N,C7H11N5O4,124TRIAZOLE3NITRO1NMETHOXYETHYLACETAMIDO,-0.85,-1.58,-0.73,BioByte (1995)
3-20-8,N,C10H10F2N4O2,DIDEOXYPURINERIBOSIDE26DIFLUORO,0.06,-0.67,-0.73,BioByte (1995)
3-20-9,N,C16H16N2O7,1ACETYL6DEMETHYL7METHOXYMITOSENE,0.72,-0.02,-0.74,BioByte (1995)
3-21-0,N,C5H11N1O3,ETHYLSERINE,-2.51,-3.26,-0.75,BioByte (1995)
3-21-1,N,C12H10N2O4,ISOQUINOLINE134TRIONE5CARBOXAMIDO,-0.5,-1.25,-0.75,BioByte (1995)
3-21-2,N,C19H36F1N1O5,DEXAMETHASONE17BN1PHENYL Derivative,2.89,2.14,-0.75,BioByte (1995)
3-21-3,N,C9H10CL1N3O3,5CHLOROCYCLOCYTOSINE,-3.1,-3.86,-0.76,BioByte (1995)
3-21-4,N,C14H11CL2N1O3,PHENYLACETICACID5HYDROXY226DICHLOROANIL,3.94,3.18,-0.76,BioByte (1995)
3-21-5,N,C6H8N2O2S1,BENZENESULFONAMIDE2AMINO,0.22,-0.55,-0.77,BioByte (1995)
3-21-6,N,C12H12N4O1,PYRRALSEMICARBAZONENPHENYL,2.96,2.19,-0.77,BioByte (1995)
3-21-7,N,C10H8N2O1S2,BENZOTHIAZOLE24AZETIDINONYLTHIO,2.3,1.51,-0.79,BioByte (1995)
3-21-8,N,C9H12N2O3,PYRIDINYLMETHYLSERINE,-2.44,-3.24,-0.8,BioByte (1995)
3-21-9,N,C27H40F1N1O6,DEXAMETHASONE17BNDIETHOXY Derivative,2.65,1.85,-0.8,BioByte (1995)
3-22-0,N,C39H47N5O6S1,PIPERIDINEDICARBOXAMIDE8QUINOLINYL Deriv,3.7,2.9,-0.8,BioByte (1995)
3-22-1,N,C10H12N2O3,PHENYLASPARAGINE,-1.9,-2.72,-0.82,BioByte (1995)
3-22-2,N,C11H16N4O1,BENZAMIDE233DIETHYLTRIAZENYL,2.96,2.13,-0.83,BioByte (1995)
3-22-3,N,C38H48N4O6,PIPERIDINEDIAMIDEBENZYLOXYCARBONYLANAL,4.67,3.78,-0.89,BioByte (1995)
3-22-4,N,C6H10N4O4,4NITRO123TRIAZOLE2N3METHOXY2HYDROXYPROP,-0.07,-0.97,-0.9,BioByte (1995)
3-22-5,N,C12H18N4O1,BENZAMIDE23METHYL3BUTYLTRIAZENYL,3.52,2.62,-0.9,BioByte (1995)
3-22-6,N,C13H11CL3N2O2,FORMAMIDOXIME Derivative,3.9,4.15,0.25,BioByte (1995)
3-22-7,N,C8H8N2O1S1,AZETIDIN2ONE44PYRIDYLTHIO,0.61,-0.31,-0.92,BioByte (1995)
3-22-8,N,C11H14N4O1,BENZAMIDE23METHYL3ALLYLTRIAZENYL,2.91,1.99,-0.92,BioByte (1995)
3-22-9,N,C11H16N4,ADAMANTANE12TETRAZOLYL,2.95,2.03,-0.92,BioByte (1995)
3-23-0,N,C11H15N3O2,ETHYLBENZOATE433DIMETHYLTRIAZENYL,3.66,2.73,-0.93,BioByte (1995)
3-23-1,N,C13H13N1O5,ISOQUINOLINE134TRIONE67DIMETHOXY,1.31,0.38,-0.93,BioByte (1995)
3-23-2,N,C8H6N2O3,PHTHALIMIDE5AMINONHYDROXY,0.16,-0.78,-0.94,BioByte (1995)
3-23-3,N,C10H14N4O1,BENZAMIDE23METHYL3ETHYLTRIAZENYL,2.59,1.64,-0.95,BioByte (1995)
3-23-4,N,C14H9CL1N2,AMEXOL,4.47,3.52,-0.95,BioByte (1995)
3-23-5,N,C17H14N2O2,FORMAMIDOXIMEOPTOLYL Derivative,4.8,4.88,0.08,BioByte (1995)
3-23-6,N,C5H7N1O2,PROPARGYLGLYCINE,-1.8,-2.78,-0.98,BioByte (1995)
3-23-7,N,C10H12O4S2,DITHIOLANYLIDINEMALONICACID ester,2.72,1.74,-0.98,BioByte (1995)
3-23-8,N,C17H21N5O2,MINAPRINE4CARBOXAMIDOANALOG,1.86,0.87,-0.99,BioByte (1995)
3-23-9,N,C14H16CL2N2O2,PHENYLFOMAMIDOXIMEOSBUTYL Derivative,4.2,4.35,0.15,BioByte (1995)
3-24-0,N,C23H32F1N1O5,DEXAMETHASONE17BNHYDROXYETHYL Deriv,1.51,0.5,-1.01,BioByte (1995)
3-24-1,N,C36H47N5O4,L735524,2.92,1.91,-1.01,BioByte (1995)
3-24-2,N,C13H12CL2N2O2,PHENYLFORMAMIDOXINEOALLYL Deriv,3.7,3.8,0.1,BioByte (1995)
3-24-3,N,C14H11CL2N1O2,PHENYLACETICACID235DICHLOROANILINO,5.07,4.02,-1.05,BioByte (1995)
3-24-4,N,C43H66O15,AACETYLDIGOXIN,1.71,0.65,-1.06,BioByte (1995)
3-24-5,N,C10H13N1O3,BENZYLSERINE,-0.96,-2.05,-1.09,BioByte (1995)
3-24-6,N,C7H11N5O4,3NITRO124TRIAZOLE1NHYDROXYETHYLPRAm,-1.32,-2.41,-1.09,BioByte (1995)
3-24-7,N,C16H12CL2N2O2,PHENYLFORMAMIDOXIMEOPHENYL Deriv,4.4,4.33,-0.07,BioByte (1995)
3-24-8,S,C10H8CL2N2O2,PHENYLFORMAMIDOXIME Derivative,2.8,2.77,-0.03,BioByte (1995)
3-24-9,T,C14H16CL2N2O2,PHENYLFOMAMIDOXIME0BUTYL Derivative,4.4,4.42,0.02,BioByte (1995)
3-25-0,N,C29H42O9,KSTROPHANTHINALPHA,0.64,-0.5,-1.14,BioByte (1995)
3-25-1,N,C20H26F2N6O7S3,CEPHALASPORINANALOG,2.31,1.17,-1.14,BioByte (1995)
3-25-2,N,C10H15N3O3S1,HYDROXYETHYLPH-SULFONE433diMeTriazenyl,1.15,0.0,-1.15,BioByte (1995)
3-25-3,N,C10H16N4O2S1,BUTHIDAZOLE,1.49,0.34,-1.15,BioByte (1995)
3-25-4,N,C10H12O4S2,DITHIOLANYLIDENEMALONICACIDDIETHYLESTER,2.9,1.74,-1.16,BioByte (1995)
3-25-5,T,C12H11CL3N2O2,PHENYLFORMAMIDOXIMEO2CHLOROETHYL Der,3.7,3.69,-0.01,BioByte (1995)
3-25-6,N,C43H44N6O7,PEPTIDEBENZYLOXYCARBONYLANALOG,5.66,4.5,-1.16,BioByte (1995)
3-25-7,N,C11H10N2O1,QUINOLINE8CARBOXAMIDOMETHYL,1.87,0.7,-1.17,BioByte (1995)
3-25-8,N,C10H8Br2N2O2,BENZOQUINONE25BISAZIRIDINYL36DIBROMO,2.03,0.86,-1.17,BioByte (1995)
3-25-9,N,C17H18N4O3,Pyrrole-furanyl derivative,3.1,1.93,-1.17,BioByte (1995)
3-26-0,N,C6H10N4O4,4NITRO123TRIAZOLE1N3METHOXY2HYDROXYPR,-0.36,-1.54,-1.18,BioByte (1995)
3-26-1,N,C16H24N4O3,ACORNPHEN,0.41,-0.77,-1.18,BioByte (1995)
3-26-2,N,C13H14CL2N2O2,PHENYLFORMAMIDOXIMEOIPROPYL Derivative,3.9,3.86,-0.04,BioByte (1995)
3-26-3,N,C13H14CL2N2O2,PHENYLFORMAMIDOXIMEOPROPYL Derivative,4.0,3.93,-0.07,BioByte (1995)
3-26-4,N,C7H5N3O2S1,124OXADIAZOL5ALDOXIME32THIENYL,2.47,1.18,-1.29,BioByte (1995)
3-26-5,N,C10H6F3N1O1,INDOLE3TRIFLUOROACETYL,3.44,2.15,-1.29,BioByte (1995)
3-26-6,N,C13H10CL2N2O2,PHENYLFORMAMIDOXIMEOPROPYNYL Deriv,3.3,3.16,-0.14,BioByte (1995)
3-26-7,N,C12H12CL2N2O2,PHENYLFORMAMIDOXIMEOETHYL derivative,3.6,3.44,-0.16,BioByte (1995)
3-26-8,N,C14H20O4S2,DITHIOLANYLIDENEMALONICACIDDISBUTYLESTER,4.89,3.56,-1.33,BioByte (1995)
3-26-9,N,C43H66O15,DIGOXINBETAACETYL,2.0,0.65,-1.35,BioByte (1995)
3-27-0,N,C10H12N4O1,BENZAMIDE23AZETIDINYLTRIAZENE,2.91,1.53,-1.38,BioByte (1995)
3-27-1,N,C25H30CL2N2O3,AH87605,5.76,4.34,-1.42,BioByte (1995)
3-27-2,N,C7H6N4,2HTETRAZOLE5PHENYL,1.65,0.18,-1.47,BioByte (1995)
3-27-3,N,C14H11CL2N1O3,PHENYLACETICACID6OH-226diCL-anilino,4.65,3.18,-1.47,BioByte (1995)
3-27-4,N,C11H10CL2N2O2,PHENYLFORMAMIDOXIMEOMETHYL Derivative,3.3,2.95,-0.35,BioByte (1995)
3-27-5,N,C20H28N8O6S1,N46PURINYLTHIOVALERYLGLYGLYGLYGLYETESTER,-0.23,-1.77,-1.54,BioByte (1995)
3-27-6,N,C12H8N4O7,FURFURYLIDINEHYDRAZIDE Derivative,2.79,1.24,-1.55,BioByte (1995)
3-27-7,N,C11H15N5O2,BENZAMIDEN2ACETAMIDOO33DIME1TRIAZINO,1.18,-0.38,-1.56,BioByte (1995)
3-27-8,N,C11H18CL1N5S1,MEZILAMINE,2.99,1.43,-1.56,BioByte (1995)
3-27-9,N,C16H21N1O5S1,PROPRANOLOLOSULPHATE,1.16,0.25,-0.91,BioByte (1995)
3-28-0,N,C14H16CL2N2O3,PHENYLFORMAMIDOXIMEO2ETHOXYETHYL Deriv,3.7,3.17,-0.53,BioByte (1995)
3-28-1,N,C12H12CL2N2O2S1,PHENYLFORMAMIDOXIMEOMETHIOMETHYL Deriv,3.6,3.04,-0.56,BioByte (1995)
3-28-2,N,C14H14CL2N2O4,PHENYLFORMAMIDOXIMEOEHTHOXYCARBONYL Der,3.6,2.98,-0.62,BioByte (1995)
3-28-3,N,C29H30CL2F2N4O2,MIOFLAZINE,5.26,3.49,-1.77,BioByte (1995)
3-28-4,N,C13H14CL2N2O3,PHENYLFORMAMIDOXIMEOETHOXYMETHYL Deriv,3.5,2.68,-0.82,BioByte (1995)
3-28-5,E,C8H13N5O3S1,3NITROTRIAZOLE1NMETHOXYPROPYLTHIOACETAM,0.63,0.13,-0.5,BioByte (1995)
3-28-6,N,C5H4N2O4,METHYLALLOXAN,-1.01,-0.83,0.18,BioByte (1995)
3-28-7,E,C7H11N5O3S1,3NITROTRIAZOLE1NMETHOXYETHYLTHIOACETAMID,0.25,-0.37,-0.62,BioByte (1995)
3-28-8,N,C12H12CL2N2O3,PHENYLFORMAMIDOXIMEOMETHOXYMETHYL Deriv,3.2,2.18,-1.02,BioByte (1995)
3-28-9,N,C11H9N1O4,BENZOICACID2SUCCINIMIDO,1.55,-0.63,-2.18,BioByte (1995)
3-29-0,N,C12H9CL2N3O2,PHENYLFORMAMIDOXIMEOCYANOMETHYL Deriv,3.0,1.97,-1.03,BioByte (1995)
3-29-1,T,C6H6N2O4,ETHYLALLOXAN,-0.32,-0.34,-0.02,BioByte (1995)
3-29-2,N,C6H6N2O4,NNDIMETHYLALLOXAN,-0.6,-0.62,-0.02,BioByte (1995)
3-29-3,N,C7H8N2O4,PROPYLALLOXAN,0.28,0.15,-0.13,BioByte (1995)
3-29-4,N,C11H8N2O4,BENZYLALLOXAN,1.02,0.88,-0.14,BioByte (1995)
3-29-5,N,C8H10N2O4,BUTYLALLOXAN,0.81,0.64,-0.17,BioByte (1995)
3-29-6,N,C8H10N2O4,IBUTYLALLOXAN,0.76,0.57,-0.19,BioByte (1995)
3-29-7,N,C46H64O19,GITOXINPENTAFORMYL,3.16,0.68,-2.48,BioByte (1995)
3-29-8,N,C12F23N1,PERFLUOROPMETHYLCYCLOHEXYLPIPERIDINE,7.1,4.79,-2.31,BioByte (1995)
3-29-9,N,C21H25N1O6,COLCHICINE2HYDROXYANALOG,0.47,-0.49,-0.96,BioByte (1995)
3-30-0,N,C9H11F1N2O4,URACIL1IBUTOXYCARBONYL5FLUORO,0.87,0.77,-0.1,"Hansch,C et al. (1995)"
3-30-1,N,C14H21N5O4,ACYCLOVIRCAPRYLESTER,0.93,1.27,0.34,BioByte (1995)
3-30-2,N,C10H12N2O5,CPEU,-2.19,-2.68,-0.49,BioByte (1995)
3-30-3,N,C16H26N4O4,N4DIPROPYLAMINOMETHYLENE2DEOXYCYTIDINE,0.4,1.21,0.8,BioByte (1995)
3-30-4,N,C16H22N4O4,DDI52METHYLVALERATE,1.0,1.79,0.79,BioByte (1995)
3-30-5,N,C10H6F1N3O3,5FLUOROURACIL3NICOTINYL,-0.06,-0.41,-0.35,BioByte (1995)
3-30-6,N,C16H19N5O3S1,GUANINEN2PHENYL926DIHYDROXYTHIAHEXYL,0.83,0.72,-0.11,BioByte (1995)
3-30-7,N,C13H19N5O4,ACYCLOVIRPIVALICESTER,0.3,0.67,0.37,BioByte (1995)
