CAS,Name,Mol Wt,Boiling Pt (deg C),Reference
16898-52-5,"Piperidine, 4,4'-(1,3-propanediyl)bis-",210.3656,329,
16932-49-3,"2,6-Dimethoxy-benzonitrile",163.1776,310,
16957-70-3,"2-Pentenoic acid, 2-methyl-, (E)-",114.1454,214,
16995-35-0,"1,1,1,3-TETRACHLOROACETONE",195.8608,183,
17042-16-9,4-METHYL-3-HEXANONE,114.189,134.5,
17057-88-4,"3,5-Dimethyl-biphenyl",182.2677,274.5,
17059-52-8,"BENZOFURAN, 7-METHYL-",132.1635,190.5,
17071-47-5,"Butane, 1-(2-methylpropoxy)-",130.2321,151,
17082-12-1,"DIAZENE, DIPHENYL-, (E)-",182.2269,293,
17085-91-5,"NAPHTHALENE, 1-(1,1-DIMETHYLETHYL)-",184.2836,279,
17091-40-6,2-Isobutylamino-ethanol,117.1926,199,
17094-21-2,"BUTANOIC ACID, 2-METHYL-3-OXO-, METHYL ESTER",130.1448,177.4,
17228-64-7,"PYRIDINE, 2-CHLORO-6-METHOXY-",143.5738,185.5,
17299-41-1,"2-CYCLOHEXEN-1-ONE, 3,4,4-TRIMETHYL-",138.2113,217,
17301-94-9,"NONANE, 4-METHYL-",142.2868,165.7,
17302-01-1,3-ETHYL-3-METHYLHEPTANE,142.2868,163.8,
17302-02-2,"3,3-DIETHYLHEXANE",142.2868,166.3,
17302-04-4,4-ETHYL-4-METHYLHEPTANE,142.2868,160.8,
17312-63-9,"NONANE, 5-BUTYL-",184.3681,217.5,
17348-59-3,ISOPROPYL T-BUTYL ETHER,116.205,87.6,
17356-19-3,"Cyclopentanol, 1-ethynyl-",110.1572,157.5,
17462-58-7,sec-Butyl Chloroformate,136.5793,126,
17484-36-5,4-Methoxy-1-methyl-2-nitro-benzene,167.1658,266.5,
17534-15-5,"Benzene-1,2-dithiol",142.2427,238.5,
17611-82-4,"Butanedinitrile, ethyl-",108.1441,264,
17618-76-7,2-Methyl-hept-3-ene,112.2167,112,
17639-93-9,"Propanoic acid, 2-chloro-, methyl ester",122.5522,132.5,
17696-37-6,"Phenol, 4-(1,1-dimethylethyl)-2,5-dimethyl-",178.2767,264,
17702-41-9,DECABORANE,108.11,213,CRC (2000)
17715-00-3,Allyl-cyclohexane,124.2279,157.5,
17742-04-0,"METHANESULFENYL FLUORIDE, TRIFLUORO-",120.0687,147.5,
17773-65-8,"2-BUTENE, 2-CHLORO-3-METHYL-",104.5805,96,
17788-00-0,"Phenol, 2,4-dichloro-3-methyl-",177.0313,236,
17789-14-9,"2-(3-Bromo-phenyl)-[1,3]dioxolane",229.0749,132.5,
17837-41-1,"THIETANE, 2-METHYL-",88.1724,107,
17849-38-6,"BENZENEMETHANOL, 2-CHLORO-",142.5862,230,
17851-27-3,"BENZENE, 1-ETHYL-2,4,5-TRIMETHYL-",148.2502,213,
17952-11-3,"PENTANE, 1-ETHOXY-",116.205,117.6,
18023-33-1,"Silane, ethenyltris(1-methylethoxy)-",232.3981,179.5,
18169-57-8,"Silane, trichloro(2-methylpropyl)-",191.5613,143.3,
18171-59-0,"Silane, chloro(dichloromethyl)dimethyl-",177.5342,149,
18172-67-3,(1S)-(-)-beta-Pinene,136.239,166,
18243-41-9,"SILANE, (BROMOMETHYL)TRIMETHYL-",167.1223,116.5,
18282-59-2,"Benzene, 4-bromo-1,2-dichloro-",225.9008,237,
18295-59-5,2-Propyl-pentanal,128.2161,160,
18309-32-5,"Bicyclo 3.1.1 hept-3-en-2-one, 4,6,6-trimethyl-,",150.2225,227.5,
18338-40-4,"1,2,3-TRICHLOROBUTANE",161.4594,168,
18368-63-3,6-Chloro-2-picoline,127.5744,183.5,
18388-45-9,"Silane, diethoxymethyl-2-propenyl-",174.3175,155,
18435-45-5,1-NONADECENE,266.5147,329,
18441-43-5,5-Methyl-benzofuran,132.1635,198,
18476-57-8,"2,6-OCTADIENE, 4,5-DIMETHYL-",138.255,153.5,
18495-30-2,"1,1,2,3-TETRACHLOROPROPANE",181.8773,179.5,
18521-07-8,"3-OCTEN-2-OL, 2-METHYL-, (Z)-",142.2432,177,
18720-65-5,"3-HEPTANOL, 5-METHYL-",130.2321,172,
18729-48-1,3-Methyl-cyclopentanol,100.1619,148.5,
18748-27-1,"SULFUROUS ACID, BIS(2-METHYLPROPYL) ESTER",194.2949,210,
18912-80-6,"Ethanol, 2-(2-(2-methylpropoxy)ethoxy)-",162.2309,217,"Flick, EW (1991)"
18936-17-9,2-METHYLBUTYRONITRILE,83.1342,125,
18963-00-3,"2-(chloromethyl)-1,2,3-trichloropropane",195.9044,211,
18999-28-5,Hept-2-enoic acid,128.1725,226.5,
19037-72-0,"CYCLOPENTENE, 4,4-DIMETHYL-",96.1737,88,
19045-79-5,DIPOTASSIUM MONOOCTYL ESTER,286.4001,289,
19089-47-5,2-Ethoxy-1-propanol,104.1502,140.5,
19113-78-1,"3,5-Dimethyl-3-hexanol",130.2321,152,
19132-06-0,"2,3-BUTANEDIOL (D)",90.1231,180.5,
19155-24-9,"2H-INDOL-2-ONE, 1,3-DIHYDRO-3,3-DIMETHYL-",161.2053,300,
19163-05-4,"Borinic acid, dimethylthio-, methyl ester",87.9802,71,
19269-28-4,"HEXANAL, 3-METHYL-",114.189,143,
19329-89-6,"Propanoic acid, 2-hydroxy-, 3-methylbutyl ester",160.2149,202.4,
19354-27-9,METHYL TETRAHYDROFURFURYL ETHER,116.1613,140,
19393-45-4,2-Chloro-but-2-enedioic acid dimethyl ester,178.5733,224,
19393-92-1,"1-BROMO-2,6-DICHLOROBENZENE",225.9008,242,
19398-61-9,"Benzene, 1,4-dichloro-2-methyl-",161.0319,200,
19398-77-7,"Hexane, 3,4-diethyl-",142.2868,163.9,
19434-65-2,3-CHLOROPROPANAL,92.5257,130,
19438-10-9,METHYL M-HYDROXYBENZOATE,152.1512,281,
19447-29-1,2-NONYNE,124.2279,161.9,
19484-26-5,1-TRIDECANETHIOL,216.4321,290.8,
19489-10-2,1-ETHYL-3-METHYLCYCLOHEXANE (CIS),126.2438,156,
19549-73-6,"2,6-DIMETHYL-3-HEPTANOL",144.2592,175,
19549-77-0,"4-HEPTANOL, 2,4-DIMETHYL-",144.2592,171,
19549-79-2,"3,5-DIMETHYL-4-HEPTANOL",144.2592,186,
19549-84-9,"3,5-Dimethyl-heptan-4-one",142.2432,162,
19550-03-9,"2-HEXANOL, 2,3-DIMETHYL-",130.2321,160,
19550-05-1,"2-HEXANOL, 3,4-DIMETHYL-",130.2321,165.5,
19550-07-3,"3-HEXANOL, 2,5-DIMETHYL-",130.2321,157.5,
19550-10-8,"2-HEXANONE, 3,4-DIMETHYL-",128.2161,158,
19550-48-2,"1,4-Dimethyl-cyclopentene",96.1737,93.2,
19594-02-6,"BENZENE, (2-ETHOXYETHOXY)-",166.2219,230,
19624-22-7,PENTABORONE,54.055,60,
19686-73-8,"2-Propanol, 1-bromo-",138.9926,146.5,
19689-18-0,4-DECENE,140.2709,170.6,
19700-21-1,GEOSMIN,182.3085,270,
19752-55-7,"Benzene, 1-bromo-3,5-dichloro-",225.9008,232,
19780-66-6,"1-PENTENE, 3-ETHYL-2-METHYL-",112.2167,109.5,
19781-73-8,HEPTADECYLCYCLOHEXANE,322.6231,397,
19814-71-2,"3,3'-Dimethyl diphenylether",198.2671,284,
19819-98-8,"Benzeneethanol, 2-methyl-",136.1954,243.5,
19842-76-3,"2,3,5,6-Tetrafluorobenzaldehyde",178.087,178,
19889-37-3,"Butanoic acid, 2-ethyl-2-methyl-",130.1884,207,
19947-22-9,"BENZENE, (1-ETHYL-2-PROPENYL)-",146.2342,191.5,
19961-27-4,ETHYL ISOPROPYLAMINE,87.1661,69.6,
20027-77-4,"NAPHTHALENE, 1,2,3,4-TETRAHYDRO-5,6-DIMETHYL-",160.2613,252,
20063-92-7,TRANS-3-NONENE,126.2438,147.5,
20184-89-8,3-NONYNE,124.2279,157.1,
20184-91-2,4-NONYNE,124.2279,152,
20193-20-8,"1-Propanamine, N-ethyl-",87.1661,81,
20232-11-5,6-Methyl-1H-indene,130.1912,207,
20237-34-7,"1,3-HEXADIENE (TRANS)",82.1466,73.2,
20278-84-6,"2,4,5-TRIMETHYLHEPTANE",142.2868,156.5,
20278-85-7,"HEPTANE, 2,3,5-TRIMETHYL-",142.2868,160.7,
20278-87-9,"HEPTANE, 3,3,4-TRIMETHYL-",142.2868,161.9,
20278-88-0,"3,4,4-TRIMETHYLHEPTANE",142.2868,161.1,
20278-89-1,"Heptane, 3,4,5-trimethyl-",142.2868,162.5,
20281-91-8,"2-Butanol, 3,3-dimethyl-, (.+-.)-",102.1779,120.4,
20291-91-2,"3-ETHYL-2,2-DIMETHYLHEXANE",142.2868,156.1,
20291-95-6,"2,2,5-TRIMETHYLHEPTANE",142.2868,150.8,
20324-33-8,TRIPROPYLENE GLYCOL METHYL ETHER,206.2844,250,
20395-25-9,"1,1,3-trichloropropane",147.4323,145.5,
20487-40-5,tert-Butyl Propionate,130.1884,118.25,
20589-85-9,"1-PROPENE, 1,2,3,3-TETRACHLORO-",179.8614,162,
20633-11-8,1-HEXYL NITRATE,147.1754,171,
20634-92-8,ETHYL DIPROPYLAMINE,129.2473,138,
20637-49-4,"PROPANE, 1,2,3-TRIMETHOXY-",134.1767,148,
20769-85-1,"Propanoyl bromide, 2-bromo-2-methyl-",229.8998,163,
20809-46-5,"4-OCTANONE, 7-METHYL-",142.2432,178,
20820-82-0,"Pyridine, 2,3,4,6-tetramethyl-",135.2107,203,
21020-24-6,3-CHLORO-1-BUTYNE,88.5375,68.5,
21129-27-1,"Cyclohexanol, 1-methyl-4-(1-methylethyl)-",156.2703,208.5,
21296-92-4,"1H-INDOLE, 2,3,5-TRIMETHYL-",159.233,297,
21326-62-5,"2-Butanol, 3-chloro-2-methyl-",122.5958,141.5,
21368-68-3,(+-)Camphor,152.2384,204,
21391-98-0,4-Isopropyl-cyclohex-1-enecarbaldehyde,152.2384,223,
21400-25-9,"1,1,2-TRICHLOROPROPENE",145.4164,118,
21472-86-6,"1,2,3-Trichloro-5-methyl-benzene",195.4769,246,
21490-63-1,"OXIRANE, 2,3-DIMETHYL-, TRANS-",72.1078,56.5,
21535-97-7,3-Methyl-benzofuran,132.1635,197,
21564-91-0,"1,5-Dimethyl-1,2,3,4-tetrahydro-naphthalene",160.2613,239,
21570-35-4,"4-HEPTANOL, 2-METHYL-",130.2321,164,
21652-58-4,Tridecafluoro 1-decene,446.1082,150,
21700-31-2,"1,1,1,2,3-pentachloropropane",216.3224,179.5,
21777-84-4,"BENZENE, [2-METHYL-1-(1-METHYLETHYL)PROPYL]-",176.3044,220.7,
21838-75-5,Di-sec-butanolamine,161.2461,256,
21856-89-3,6-Hydroxy-hexan-2-one,116.1613,227,
21884-26-4,4-Oxo-pentanoic acid isopropyl ester,158.199,209.3,
21964-44-3,1-Nonen-3-ol,142.2432,193.5,
21968-17-2,Isopropyl-propyl-amine,101.1932,96.9,
21974-48-1,"2,4,6-Trimethyl-piperidine",127.2314,145,
21981-48-6,ISOPENTYL NITRATE,133.1483,144,
22037-28-1,3-BROMOFURAN,146.9719,103,
22118-12-3,2-Bromo-butyryl chloride,185.4488,151,
22128-62-7,"Chloroformic acid, chloromethyl ester",128.943,107,
22349-03-7,NONADECYLCYLOHEXANE,350.6773,420,
22364-68-7,o-Tolyl-acetonitrile,131.1788,244,
22374-89-6,"BENZENEPROPANAMINE, α-METHYL-",149.2378,223,
22398-09-0,4-Propyl-piperidine,127.2314,173,
22418-49-1,"1-PROPENE, 3-METHOXY-2-METHYL-",86.1349,68,
22531-20-0,"NAPHTHALENE, 6-ETHYL-1,2,3,4-TETRAHYDRO-",160.2613,244,
22564-99-4,"3,7-Dimethyl-octa-1,6-dien-3-ol",154.2544,198,
22567-21-1,"Cyclohexanol, 2-methyl-5-(1-methylethenyl)-,  1S",154.2544,225,
22618-23-1,"Acetic acid 3,4-dimethyl-phenyl ester",164.2059,235,
22717-57-3,"Benzoic acid, 2-hydroxy-5-methyl-, methyl ester",166.1782,244.5,
22924-15-8,"BENZALDEHYDE, 3-ETHOXY-",150.1789,245.5,
23010-00-6,"1-BUTENE, 1-CHLORO-3-METHYL-",104.5805,87,
23010-04-0,"BUTANE, 1,2-DICHLORO-2-METHYL-",141.0415,134,
23012-11-5,"2,5-Dimethyl-oxazole",97.1176,117.5,
23031-36-9,PRALLETHRIN,300.4013,>313.5,
23074-36-4,"1-Butene, 2-bromo-",135.0044,88,
23132-52-7,1-tert-Butyl-3-nitro-benzene,179.2206,254,
23287-26-5,"Benzoic acid, 2-hydroxy-3-methyl-, methyl ester",166.1782,235,
23378-11-2,"1-BUTENE, 1-CHLORO-2-METHYL-",104.5805,96.5,
23418-37-3,"4-OCTANOL, 4-METHYL-",144.2592,180,
23436-19-3,1-ISOBUTOXY-2-PROPANOL,132.2044,165,
23511-70-8,"Butanoic acid, 2-phenoxyethyl ester",208.2595,251,
23617-71-2,"BENZOIC ACID, 2,4-DIMETHYL-, METHYL ESTER",164.2059,232.5,
23676-09-7,ETHYL 4-ETHOXYBENZOATE,194.2324,275,
23708-56-7,6-UNDECANOL,172.3133,228,
23733-68-8,3-Isopropyl-6-methyl-cyclohex-2-enone,152.2384,235.5,
23769-39-3,"2,4,6-Trimethyl-[1,3,5]trithiane",180.3545,246.5,
24151-93-7,PIPEROPHOS,353.486,>250,
24398-88-7,"BENZOIC ACID, 3-BROMO-, ETHYL ESTER",229.0749,261,
24410-52-4,"5,6-Dimethyl-benzofuran",146.1906,221,
24419-82-7,Trifluoroglycidyl fluoride,144.0258,16,
24425-40-9,Indan-5-ylamine,133.1947,248,
24425-97-6,"1,1,1,2,2,3-hexachloropropane",250.7674,216,
24468-13-1,2-Ethylhexyl Chloroformate,192.6876,207,
24544-04-5,"Benzenamine, 2,6-bis(1-methylethyl)-",177.2919,257,
24545-81-1,"BICYCLO[3.1.0]HEX-3-EN-2-ONE, 4-METHYL-1-(1-METH",150.2225,220,
24549-06-2,"Benzenamine, 2-ethyl-6-methyl-",135.2107,231,
24677-78-9,"2,3-Dihydroxy-benzaldehyde",138.1241,235,
24800-44-0,TRIPROPYLENE GLYCOL,192.2574,271,
24910-63-2,"3,4-DIMETHYL-2-PENTENE",98.1896,89,
24937-72-2,Polymaleic anhydride,98.0587,202,"YAWS,CL (1997)"
24964-64-5,M-CYANOBENAZLDEHYDE,131.1352,210,
25006-60-4,Dichloro-acetic acid isopropyl ester,171.0243,163.5,
25013-16-5,BUTYLATED HYDROXYANISOLE,360.4979,268,
25044-01-3,"1-PENTEN-3-ONE, 2-METHYL-",98.146,118.5,
25103-52-0,Cekanoic C8 acid,144.2155,225-238,"RIEMENSCHNEIDER,W (1986)"
25103-58-6,tert-Dodecanethiol,202.405,227-248,ALDRICH (2000)
25117-74-2,"BENZONITRILE, 4-ETHOXY-",147.1782,258,
25144-04-1,"CYCLOPENTANOL, 2-METHYL-, TRANS-",100.1619,150.5,
25144-05-2,"CYCLOPENTANOL, 2-METHYL-, CIS-",100.1619,148.5,
25154-52-3,NONYLPHENOL (isomer mixture),220.3579,293-297,
25155-15-1,P-I-PROPYLTOLUENE,134.2231,176.5,
25167-67-3,BUTENE (Mixture of isomers),56.1084,-1.3,
25167-70-8,"2,4,4-TRIMETHYLPENTENE",112.2167,101,
25186-47-4,"3,5-DICHLOROTOLUENE",161.0319,201.5,
25201-40-5,"4-Methyl-hepta-1,6-dien-4-ol",126.2002,158.4,
25264-93-1,HEXENE - Mixture of isomers,84.1625,65,
25265-71-8,DIPROPYLENE GLYCOL,134.1767,230.5,
25265-77-4,Texanol,216.3233,244-247,"FLICK,EW (1991)"
25291-17-2,"1-Octene,3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro",346.0923,104,
25321-09-9,DIISOPROPYLBENZENE,486.8318,202,
25339-17-7,ISODECANOL,158.2862,221,
25339-53-1,DECENE (Mixture of isomers),140.2709,170,
25340-17-4,DIETHYLBENZENE,402.6692,181,
25346-31-0,"Pentane, 3-bromo-3-methyl-",165.0745,130,
25346-32-1,"Pentane, 2-chloro-4-methyl-",120.6235,113,
25346-33-2,"Pentane, 1-bromo-2-methyl-",165.0745,141,
25360-10-5,tert-Nonanethiol,160.3237,188,ALDRICH (2000)
25377-72-4,PENTENE,140.2709,35,
25377-83-7,OCTENE (Mixture of Isomers),112.2167,123,
25378-22-7,DODECENE (Mixture of isomers),168.3251,213.8,
25395-31-7,"1,2,3-PROPANETRIOL, DIACETATE",176.1707,259,
25414-22-6,2-METHOXYFURAN,98.1024,110.5,
25415-67-2,"Pentanoic acid, 4-methyl-, ethyl ester",144.2155,163,
25498-49-1,Dowanol TPM,206.2844,242.4,"DAUBERT,TE & DANNER,RP (1998)"
25586-43-0,CHLORONAPHTHALENE,487.8609,259,
25611-78-3,"1,2-Diphenyl-ethylamine",197.2824,311,
25659-22-7,4-HEXEN-2-ONE,98.146,127,
25790-55-0,"4-CHLORO-1,2-BUTADIENE",88.5375,88,
26002-80-2,PHENOTHRIN,350.4619,> 290,
26073-26-7,"PROPANOYL CHLORIDE, 2,2-DICHLORO-",161.4158,118,
26103-08-2,CHF2-O-CH(CF3)CF3,218.0471,42.1,
26118-38-7,"2-HEXANONE, 3,3-DIMETHYL-",128.2161,149,
26249-12-7,DIBROMOBENZENE,707.7503,220,
26438-26-6,1-N-NONYLNAPHTHALENE,254.4191,366,
26471-62-5,"2,4/2,6-TOLUENEDIISOCYANATE",174.1604,251,
26489-01-0,(+-)-CITRONELLOL,156.2703,224,
26519-91-5,Methylcyclopentadiene,80.1307,72.78,"DAUBERT,TE & DANNER,RP (1998)"
26523-64-8,TRICHLOROTRIFLUOROETHANE,374.753,46.5,
26635-64-3,ISOOCTANE,114.2327,99,
26675-46-7,ISOFLURANE,184.4938,48.5,
26952-21-6,ISOOCTYL ALCOHOL,130.2321,188,
27129-87-9,"BENZENEMETHANOL, 3,5-DIMETHYL-",136.1954,219.5,
27177-44-2,"Propane, dichloro-2-methyl-",127.0144,106,"JORDAN,TE (1954)"
27193-86-8,DODECYLPHENOL,262.4392,327,
27196-00-5,TETRADECANOL,214.3946,289,
27304-13-8,OXYCHLORDANE,423.7668,353,
27464-82-0,"1,3,4-THIADIAZOLE, 2,5-DIMETHYL-",114.1698,202.5,
27519-02-4,"9-Tricosene, (Z)-",322.6231,378,
27554-26-3,DIISOOCTYL PHTHALATE,390.5681,235,
27607-77-8,Trimethylsilyl Triflate,222.2597,140,
27762-78-3,"2-BUTANONE, 3-ETHOXY-1,1-DIHYDROXY-; OR KETHOXAL",148.1601,145,
28056-54-4,"Cyclopentanone, 2,2,4-trimethyl-",126.2002,158,
28523-86-6,Sevoflurane,200.0567,58.5,
28715-26-6,"BENZOFURAN, 4,7-DIMETHYL-",146.1906,216,
28761-27-5,UNDECENE (Mixture of isomers),154.298,194,
28804-88-8,DIMETHYLNAPHTHALENE (mixture of isomers),156.2294,265,
28823-41-8,"2,4-HEXADIENE, 2-METHYL-",96.1737,111.5,
28968-07-2,Clidanac,278.7816,151.5,
28994-41-4,"Phenol, 2-(phenylmethyl)-",184.24,312,
29003-73-4,Dichloro-acetic acid butyl ester,185.0514,193.5,
29063-28-3,OCTANOL (isomer mix),130.2321,195,
29091-21-2,PRODIAMINE,350.3,240 dec,
29136-19-4,"Benzene, nonadecyl-",344.6294,419,
29316-05-0,S-AMYLBENZENE,148.2502,200,
29342-53-8,"BICYCLO[2.2.1]HEPTANE, 2-CHLORO-",130.6187,162,
29385-43-1,"1H-Benzotriazole, 4(or 5)-methyl-",133.1539,160,ChemFinder (2005)
29555-02-0,2-METHYLCYCLOPROPANECARBOXYLIC ACID,100.1183,191,
29682-41-5,"1,4-Dichloro-2-iodo-benzene",272.9012,253,
29911-27-1,"2-Propanol, 1-(1-methyl-2-propoxyethoxy)-",176.2579,212,ALDRICH (2000)
29921-50-4,8-CHLORO-2-NAPHTHOL,178.6197,307.5,
29943-42-8,"4H-PYRAN-4-ONE, TETRAHYDRO-",100.1183,166.5,
30031-64-2,"1,2:3,4-DIEPOXYBUTANE (2S,3S)",86.0912,144,
30090-17-6,4-Isobutyl-phenylamine,149.2378,238,
30273-11-1,"Benzenamine, 4-(1-methylpropyl)-",149.2378,238,
30419-67-1,"1,2:3,4-DIEPOXYBUTANE (2R,3R)",86.0912,144,
30515-28-7,7-Bromo-heptanoic acid,209.0845,280,
31252-42-3,"Piperidine, 4-(phenylmethyl)-",175.276,270,
31367-46-1,3-Methyl-2-heptanol,130.2321,166.1,
31805-48-8,2-Ethyl-3-methyl-thiophene,126.2218,161,
31844-98-1,1-BROMO-1-BUTENE,135.0044,99,
31883-98-4,3-Methyl-cyclohex-3-enone,110.1572,201,
32161-06-1,1-Acetyl-piperidin-4-one,141.1712,218,
32226-54-3,"trans-p-Menth-6-ene-2,8-diol",170.2538,270.5,
32315-10-9,Carbonic acid ditrichloromethyl ester,296.7497,203,
32367-54-7,"NAPHTHALENE, 2-ETHYL-1,2,3,4-TETRAHYDRO-",160.2613,235,
32665-23-9,"Butanoic acid, 3-methyl-, 1-methylethyl ester",144.2155,142,
32768-54-0,"Benzene, 1,2-dichloro-3-methyl-",161.0319,207.5,
32778-16-8,"2-(DIFLUOROMETHOXY)-1,1-DIFLUOROETHANE",132.0583,55.3,
32838-55-4,2-Benzyl-piperidine,175.276,267.5,
33083-83-9,Undecan-5-one,170.2974,227,
33228-45-4,"Aniline, (p-hexyl)-",177.2919,279-285,Aldrich (1998)
33429-70-8,"1,2,4-Trichloro-5-dichloromethyl-benzene",264.367,280.5,
33467-76-4,"2-Hepten-1-ol, (E)-",114.189,178,
34590-94-8,DIPROPYLENE GLYCOL METHYL ETHER,148.2038,188.3,
34786-24-8,"BENZENE, 1-(ETHYLTHIO)-3-METHYL-",152.26,219,
35161-71-8,"2-PROPYN-1-AMINE, N-METHYL-",69.1071,83,
35182-51-5,"Pyridine, 4-(1-ethylpropyl)-",149.2378,217,
35554-44-0,IMAZALIL BASE,297.1865,347,
35607-66-0,CEFOXITIN,427.4578,149.5 dec,
35608-64-1,"Butanoic acid, 3-hydroxy-, ethyl ester, (.+-.)-",132.1607,185,
35794-11-7,"Piperidine, 3,5-dimethyl-",113.2043,144,
36215-07-3,1-Chloro-3-methoxy-propane,108.5687,111,
36301-29-8,1-Isobutyl-2-methyl-benzene,148.2502,196,
36405-47-7,Hexafluorobutyl methacrylate,250.1422,53,
36556-06-6,"5,6,7,8-Tetrahydro-isoquinoline",133.1947,218,
36566-80-0,2-Methyl-3-hexyne,96.1737,95.2,
36653-82-4,1-HEXADECANOL,242.4488,334,
36701-01-6,"Pentanoic acid, 2-furanylmethyl ester",182.2213,228,
36768-62-4,"4-Piperidinamine, 2,2,6,6-tetramethyl-",156.2731,188.5,
36917-36-9,"PYRIDINE, 4-ETHYL-2,6-DIMETHYL-",135.2107,187.5,
37031-31-5,"1,1,2,2-Tetrafluoro-1-fluoromethoxyethane",150.0488,53.6,
37493-70-2,Undecan-5-ol,172.3133,229,
37674-63-8,"3-Pentenoic acid, 2-methyl-",114.1454,199,
37951-49-8,1-(3-Methoxy-phenyl)-propan-1-one,164.2059,259,
38870-89-2,Methoxy-acetyl chloride,108.5251,112.5,
39761-61-0,"2-HEXENE, 5,5-DIMETHYL-, (Z)-",112.2167,106.9,
39782-38-2,"BUTANE, 1-(ETHENYLOXY)-3-METHYL-",114.189,112.5,
40058-87-5,"Propanoic acid, 2-chloro-, 1-methylethyl ester",150.6064,151.5,
40487-42-1,PENDIMETHALIN,281.3141,330,
40571-45-7,"CYCLOPENTANAMINE, 1-METHYL-",99.1772,121,
41663-84-7,"1H-Isoindole-1,3(2H)-dione, 2-methyl-5-nitro-",206.1592,361,US EPA (2004)
41814-78-2,TRICYCLAZOLE,189.2402,275,
41851-34-7,"CYCLOHEXANE, 1,1'-(1-METHYL-1,2-ETHANEDIYL)BIS-",208.3904,284.5,
42027-23-6,"Pentane-2,3-diol",104.1502,187.5,
42398-73-2,6-Methylisoquinoline,143.1899,265.5,
42775-75-7,"NAPHTHALENE, 5-ETHYL-1,2,3,4-TETRAHYDRO-",160.2613,245,
42874-03-3,OXYFLUORFEN,361.7074,358.2,
45102-52-1,"2,2,3,3-Tetrafluoropropyl methacrylate",200.1342,124,
50375-10-5,"2,3,6-TRICHLOROANISOLE",211.4763,227,
50461-74-0,2-Oxo-pentanoic acid ethyl ester,144.1719,182.5,
50468-22-9,"3-Methyl-butane-1,2-diol",104.1502,206,
50563-36-5,Dimethachlor,255.7469,320,
50689-17-3,3-Chlorofuran,102.5209,80,
50782-69-9,VX,267.3732,298,K-O v5:800 (1993)
50868-72-9,2-Methyl-5-ethoxyaniline,137.183,253,
50876-32-9,"CYCLOHEXANE, 1,1,3,5-TETRAMETHYL-, CIS-",140.2709,152.5,
50876-33-0,"CYCLOPENTANE, 1,1,3,3-TETRAMETHYL-",126.2438,118,
51116-73-5,"PENTANE, 1-BROMO-3-METHYL-",165.0745,148,
51225-20-8,"2,6-Dichloro-4-ethoxyaniline",206.073,275,
51422-54-9,ETHYL T-BUTYL ETHYL DIETHER,146.2315,148,
51500-32-4,"1,5-Dimethyl-3-chloropyrazole",130.5779,211,
51750-65-3,"2,2,4,4-TETRAMETHYLHEXANE",142.2868,153.8,
51756-08-2,"Butanoic acid, 2-ethyl-3-oxo-, methyl ester",144.1719,182,
51772-30-6,3-Methylphenyl ethyl ketone,148.2065,235,
52334-81-3,2-Chloro-5-trifluoromethylpyridine,181.5457,153,
52488-28-5,1-Bromo-3-methyl-5-nitrobenzene,216.0354,269.5,
52896-87-4,4-ISOPROPYLHEPTANE,142.2868,158.9,
52896-88-5,4-ETHYL-2-METHYLHEPTANE,142.2868,158,
52896-89-6,4-ETHYL-3-METHYLHEPTANE,142.2868,165,
52896-90-9,"HEPTANE, 3-ETHYL-5-METHYL-",142.2868,158.2,
52896-91-0,3-ETHYL-4-METHYLHEPTANE,142.2868,165,
52896-92-1,"2,2,3-TRIMETHYLHEPTANE",142.2868,157.8,
52896-93-2,"2,3,3-TRIMETHYLHEPTANE",142.2868,160.2,
52896-95-4,"2,3,4-TRIMETHYLHEPTANE",142.2868,161,
52896-99-8,"HEXANE, 4-ETHYL-2,2-DIMETHYL-",142.2868,147,
52897-00-4,"3-ETHYL-2,3-DIMETHYLHEXANE",142.2868,166,
52897-01-5,"4-ETHYL-2,3-DIMETHYLHEXANE",142.2868,162,
52897-03-7,"4-ETHYL-2,4-DIMETHYLHEXANE",142.2868,161.1,
52897-04-8,"3-ETHYL-2,5-DIMETHYLHEXANE",142.2868,154.1,
52897-05-9,"4-ETHYL-3,3-DIMETHYLHEXANE",142.2868,162.9,
52897-06-0,"3-ETHYL-3,4-DIMETHYLHEXANE",142.2868,162.1,
52897-08-2,"2,2,3,4-TETRAMETHYLHEXANE",142.2868,157,
52897-09-3,"2,2,3,5-TETRAMETHYLHEXANE",142.2868,148.4,
52897-10-6,"2,3,3,4-TETRAMETHYLHEXANE",142.2868,164.6,
52897-11-7,"2,3,3,5-TETRAMETHYLHEXANE",142.2868,153.1,
52897-12-8,"2,3,4,4-TETRAMETHYLHEXANE",142.2868,161.6,
52897-15-1,"2,3,4,5-TETRAMETHYLHEXANE",142.2868,156.2,
52897-16-2,"3,3-DIETHYL-2-METHYLPENTANE",142.2868,172,
52897-17-3,"3-ETHYL-2,2,3-TRIMETHYLPENTANE",142.2868,169.5,
52964-40-6,d-Bornyl a-Bromoisovalerate,317.2693,163,
53022-14-3,d-Bornyl Isovalerate,238.3733,257.5,
53175-28-3,"2-BUTENAL, 2-CHLORO-",104.5369,147.5,
53252-21-4,"4-HEXEN-2-ONE, 3,4-DIMETHYL-",126.2002,154,
