CAS,Name,Mol Wt,Melt Pt (deg C),Reference
10297-61-7,Propylure,280.4545,< 25,
10311-74-7,"BENZENE, 1,1'-(1,2-ETHENEDIYL)BIS[2-METHYL-",208.3059,83,
10311-84-9,DIALIFOR,393.8507,68,
10315-98-7,N-ISOBUTYLMORPHOLINE,143.2308,< -10,
10316-00-4,4-BENZYLMORPHOLINE,177.2483,194,
10318-26-0,MITOLACTOL,307.9681,187 dec,
10321-12-7,Propizepine,296.3751,122,
10321-71-8,"2-Pentenoic acid, 4-methyl-",114.1454,35,
10326-21-3,MAGNESIUM CHLORATE,191.2144,~35,
10326-41-7,D-LACTIC ACID,90.0795,52.8,
10342-83-3,"1-PROPANONE, 1-(4-BROMOPHENYL)-",213.0755,48,
10343-99-4,"QUINOLINE, DECAHYDRO-, CIS-",139.2425,-40,
10373-78-1,DL-CAMPHORQUINONE,166.2219,198-200,
10373-81-6,3-Hydroxycamphor,168.2378,205.5,
10379-14-3,TETRAZEPAM,288.7797,144,
10380-28-6,"BIS(8-QUINOLINOLATO-(N1,O8))COPPER",351.8545,>270 dec,
10397-75-8,Iocarmic Acid,1253.8754,302 dec,
10420-90-3,"1,3-HEXADIEN-5-YNE",78.1147,-81,
10443-70-6,MCPB-ETHYL,256.7316,-1,
10453-86-8,RESMETHRIN,338.4507,56.5,
10457-90-6,Bromperidol,420.3254,155.0,
10482-56-1,2-(4-METHYL-3-CYLOHEXENYL)ISOPROPANOL,154.2544,33,
10486-19-8,Tridecanal,198.3516,14,
10495-45-1,"PROPANE, 1,1'-SULFONYLBIS[2-METHYL-",178.2955,17,
10498-35-8,"CYCLOHEXANE, 1,2-DICHLORO-, CIS-",153.0526,-1.5,
10539-19-2,Moxaverine,307.3959,78.5,
10540-29-1,Tamoxifen,371.5271,97,
10544-72-6,NITROGEN TETROXIDE,92.011,-11.3,
10552-74-6,Nitrothal-isopropyl,295.2947,65.0,"Tomlin, CDS (1997)"
10571-59-2,Nicoclonate,289.7644,61,
10574-36-4,"2-HEXENE, 3-METHYL-, (Z)-",98.1896,-118.5,
10574-37-5,"2,3-DIMETHYL-2-PENTENE",98.1896,-118.3,
10596-23-3,Clodronic Acid,244.893,250,
10604-59-8,"1H-INDOLE, 1-ETHYL-",145.2059,105,
10605-21-7,CARBENDAZIM,191.191,300 dec,
11018-89-6,OUABAIN OCTAHYDRATE,584.6668,130.0,
11028-42-5,Cedrene,204.3585,262.5,
11031-48-4,Sarkomycin,140.14,< 25,
11095-43-5,BENZOTHIOPHENE,134.201,31.5,
11141-17-6,Azadirachtin,720.7313,156.5,Tomlin (2003)
11672-87-0,ETHEPHON,144.4951,74-75,
12002-53-8,Trimedlure,232.753,< 25,
12069-69-1,"Copper, [.mu.-[carbonato(2-)-O:O']]dihydroxydi-",221.1161,200 dec,
12108-13-3,Methylcyclopentadienyl Manganese,218.0923,1.5,
12122-67-7,ZINEB,275.7318,157 dec,
12125-02-9,AMMONIUM CHLORIDE,53.4916,338 dec,
12239-34-8,DISPERSE BLUE 79,639.421,157,
12407-86-2,Landrin,193.2477,97.2-101.7,"TOMLIN,CDS (1997)"
12427-38-2,MANEB,295.3699,200 dec,
12758-40-6,Propagermanium,339.3224,270 dec,
12771-68-5,ANCYMIDOL,256.307,110-111,
13010-47-4,1-N=O-1-(2-CLET)-3-CYCLOHEXYLUREA,233.6998,88-90,
13014-24-9,"Benzene, 1,2-dichloro-4-(trichloromethyl)-",264.367,25.8,
13029-08-8,"2,2'-DICHLOROBIPHENYL",223.1036,61.5,
13037-86-0,4-(HEPTYLOXY)PHENOL,208.3031,60-63,
13054-87-0,2-Amino-butan-1-ol,89.1384,-2,
13067-93-1,CYANOFENPHOS,303.3221,83,
13071-79-9,TERBUFOS,288.4323,-29.2,
13073-29-5,2-METHYL-6-NITROPHENOL,153.1387,70,
13073-35-3,"L-Homocysteine, S-ethyl-",163.24,195,
13080-90-5,5-Norbornen-2-ol (endo),110.1572,105,
13089-48-0,"CYTIDINE, N-BENZOYL-",347.3304,232 dec,
13093-88-4,Perimethazine,384.5447,137.5,
13110-37-7,"BENZOIC ACID, 4-AMINO-,PENTY ESTER",207.2748,52,
13114-62-0,Naphthalen-2-yl-urea,186.2152,219,
13121-70-5,TRICYCLOHEXYLHYDROXYSTANNANE,385.1611,196,
13151-34-3,"DECANE, 3-METHYL-",156.3139,-92.9,
13153-11-2,"THIETANE, 1-OXIDE",90.1447,31.5,
13171-21-6,PHOSPHAMIDON,299.6934,-45,
13181-17-4,BROMOFENOXIM,461.0252,196.5,
13194-48-4,"O-ETHYL S,S-DIPROPYL PHOSPHORODITHIOATE",242.3412,-13,
13205-48-6,P-METHIOBENZOIC ACID,168.2158,193-196,
13256-22-9,N-NITROSOSARCOSINE,118.0929,66-67,
13269-52-8,trans-3-Hexene,84.1625,-115.4,
13289-18-4,Hellebrin,724.8068,283.5,
13290-74-9,"Benzene, 1-chloro-2-methyl-4-nitro-",171.5844,42.5,
13329-40-3,1-(4-Iodo-phenyl)-ethanone,246.0488,86,
13351-61-6,"2,2-Dimethyl-3-phenyl-propan-1-ol",164.2496,34.5,
13351-73-0,1-METHYLBENZOTRIAZOLE,133.1539,64.5,
13356-08-6,FENBUTATIN OXIDE,1052.6701,138,
13360-45-7,CHLORBROMURON,293.5493,96,
13360-61-7,1-PENTADECENE,210.4064,-2.8,
13360-63-9,"1-Butanamine, N-ethyl-",101.1932,-78,Ashford
13389-42-9,2-OCTENE (TRANS),112.2167,-87.7,
13401-40-6,Phaseolin,322.3641,177.5,
13402-08-9,Acetylpheneturide,248.2841,100.5,
13403-37-7,(CHLOROMETHYL)OXIRANE,92.5257,-26,
13411-16-0,"2-PYRIDINEMETHANOL, 6-[2-(5-NITRO-2-FURANYL)ETHE",246.2245,170-171,
13425-39-3,ETOFYLLINE NICOTINATE,329.3179,151-152,
13425-98-4,"1-PROPANOL, 3,3'-IMINOBIS-, DIMETHANESULFONATE (",289.3717,113-118,
13444-24-1,1-Ethyl-3-piperidinol,129.2037,< 25,
13450-92-5,TETRABROMINE GERMANE,392.226,26.1,
13457-18-6,PYRAZOPHOS,373.3704,51,
13466-40-5,"2,4-Pentadienal, 5-phenyl-",158.2018,42.5,
13466-41-6,"2(1H)-PYRIDINONE, 4-METHYL-",109.1288,130,
13466-78-9,3-CARENE (DELTA),136.239,< 25,
13472-08-7,"Butanenitrile, 2,2'-azobis[2-methyl-",192.2658,50,
13475-79-1,"2,4-DIMETHYL-3-ISOPROPYLPENTANE",142.2868,-81.7,
13475-81-5,"2,2,3,3-TETRAMETHYLHEXANE",142.2868,-54,
13475-82-6,"Heptane, 2,2,4,6,6-pentamethyl-",170.341,-67,
13481-25-9,"2,3-PYRAZINEDICARBONITRILE",130.1096,131-133,
13481-70-4,"2,6-Dichloro-3-methyl-phenol",177.0313,28,
13491-79-7,"Cyclohexanol, 2-(1,1-dimethylethyl)-",156.2703,45,
13511-38-1,"Propanoic acid, 3-chloro-2,2-dimethyl-",136.5793,41.5,
13513-82-1,1-(2-Methoxy-phenyl)-ethanol,152.1948,-85.1,
13523-86-9,PINDOLOL,248.3277,171,
13539-59-8,Apazone,300.3634,247.0,
13545-04-5,"DL-2,3-Dimethylsuccinic acid",146.1442,132 dec,
13547-70-1,1-Monochloropinacoline,134.607,-13,Aldrich (1998)
13552-21-1,1-Amino-2-butanol,89.1384,3,
13560-89-9,Dechlorane Plus,653.7323,>325,
13593-03-8,QUINALPHOS,298.3028,31.5,
13595-73-8,Hexanesulfonic Acid,166.2407,16.1,
13598-36-2,DIHYDROGEN PHOSPHATE,81.9959,~73,
13602-12-5,ISONICOTINIC ACID N-OXIDE,139.1117,270-271,
13609-67-1,HYDROCORTISONE-17-BUTYRATE,432.5621,217-220,
13647-35-3,Trilostane,329.4431,264 dec,
13654-09-6,DECABROMOBIPHENYL,943.1738,375,
13655-52-2,ALPRENOLOL,249.3561,107-109,
13665-88-8,Mopidamol,421.5034,157.5,
13674-84-5,"2-PROPANOL, 1-CHLORO-, PHOSPHATE (3:1)",327.5742,-40,
13674-87-8,"TRIS(1,3-DICHLOROISOPROPYL) PHOSPHATE",430.9093,27,
13679-74-8,1-(5-Methyl-thiophen-2-yl)-ethanone,140.2052,27.5,
13684-56-5,DESMEDIPHAM,300.3169,120,
13684-63-4,PHENMEDIPHAM,300.3169,143,
13698-49-2,Delmadinone acetate,402.9222,168.0,
13710-19-5,TOLFENAMIC ACID,261.7102,207-207.5,
13739-02-1,Diacerein,368.3027,217.5,
13741-18-9,Xibornol,258.4073,95,
13752-51-7,"Morpholine, 4-[(4-morpholinylthio)thioxomethyl]-",248.3681,139,
13794-14-4,2-Phenoxy-butyric acid,180.2053,98,
13799-90-1,"2,5-Dichloro-terephthalic acid",235.0247,306,
13808-64-5,4-Bromo-3-methyl-1H-pyrazole,161.0018,76.5,
13831-30-6,ACETOXYACETIC ACID,118.09,67.5,
13838-08-9,Azidamfenicol,295.2568,107.0,
13909-73-4,"2,3,4-TRIMETHOXYACETOPHENONE",210.2318,15.8,
13915-79-2,"Propanamide, N-(5-chloro-4-methyl-2-thiazolyl)-",204.6796,158-160,Aldrich (1998)
13931-64-1,Procymate,185.2684,128.5,
13946-02-6,Metron S,171.3286,< 25,
13952-84-6,SEC-BUTYLAMINE,73.139,-104,Merck Index
13956-29-1,Cannabidiol,314.4721,67,
13993-65-2,Metiazinic acid,271.3404,144,
13997-19-8,Nequinate,365.4329,287.5,
13997-73-4,2-Allyl-4-chloro-phenol,168.6245,48,
14008-44-7,Metopimazine,445.6068,170.5,
14008-48-1,Bisoxatin Acetate,417.4221,190,
14010-23-2,ETHYL MARGARATE,298.5135,28,
14028-44-5,Amoxapine,313.7896,175.5,
14062-78-3,"BENZAMIDE, N,N,4-TRIMETHYL-",163.2212,41,
14072-86-7,"CYCLOHEXENE, 4,4-DIMETHYL-",110.2008,-74.4,
14073-97-3,(-)-Menthone,154.2544,-6,
14098-44-3,BENZO-15-CROWN-5-ETHER,268.3125,78-80,
14159-48-9,Propane-2-sulfonic acid,124.1594,-37,
14167-59-0,N-TETRATRIACONTANE,478.937,72.6,
14174-09-5,"[4,4]DB24C6-DIBENZO CROWN ETHER",448.5178,103-105,
14187-32-7,"[3,3]DB18C6-DIBENZO CROWN ETHER",360.4107,162-164,
14210-25-4,1-PHENYL-5-CHLOROTETRAZOLE,180.5977,122-124,
14222-60-7,Protionamide,180.2734,136.7,
14255-87-9,Parbendazole,247.2993,226 dec,
14255-88-0,Fenazaflor,375.1364,103,"Shiu, WY et al. (1990)"
14259-45-1,Asperuloside,414.3694,131.5,
14261-75-7,Cloforex,255.7469,52.75,
14282-76-9,1-Bromo-2-methyl thiophene,177.0636,< 25,
14287-61-7,"2,3-DIMETHYLBUTYRIC ACID",116.1613,-1.5,
14297-87-1,benzyl morphine,375.4718,132.0,
14315-14-1,"BENZO[B]THIOPHENE, 5-METHYL-",148.2281,20.5,
14324-55-1,Diethyldithiocarbamic acid zinc salt,361.9103,179.5,ALDRICH (2000)
14331-54-5,"PYRIMIDINE, 2,4-DIMETHYL-",108.1441,-4,
14337-53-2,2(5BR-2-PYRIDYLAZO)-5(DIETAM)PHENOL,349.2329,157-158,
14371-10-9,trans-Cinnamaldehyde,132.1635,-7.5,
14376-16-0,Sulfaloxic Acid,393.3779,162.5,
14400-94-3,"2,3,4,6-TETRABROMOPHENOL",409.6982,113.5,
14437-41-3,Clioxanide,541.5136,215.5,
14440-78-9,exo-2-endo-3-norbornanediol,128.1725,141,
14459-29-1,Hematoporphyrin,598.7052,172.5,
14472-14-1,"Phenol, 4-bromo-3-methyl-",187.0372,63.5,
14476-37-0,Undecan-4-one,170.2974,4.5,
14484-47-0,Deflazacort,441.5289,256,
14484-64-1,FERBAM,416.4949,180 dec,
14491-59-9,3-(2-Methylphenoxy)pyridazine,186.2152,78.0,
14521-96-1,ETORPHINE,411.5461,214-217,
14548-46-0,4-BENZOYLPYRIDINE,183.2116,72,
14556-46-8,BUPRANOLOL,271.7899,220-222,
14630-40-1,"SILANE, 1,2-ETHYNEDIYLBIS[TRIMETHYL-",170.4047,26,
14686-13-6,2-HEPTENE (TRANS),98.1896,-109.5,
14686-14-7,3-HEPTENE (TRANS),98.1896,-136.6,
14691-89-5,4-NHAC-2266-TETRAME-PIPERIDIN-N-OXIDE,213.3022,144-146,
14698-29-4,OXOLINIC ACID,261.2363,315 dec,
14719-83-6,4-Chloro-3-nitro-benzoic acid methyl ester,215.5943,83,
14737-91-8,"2-PROPENOIC ACID, 3-(2-METHOXYPHENYL)-, (Z)-",178.1894,94-96,
14752-75-1,"Benzene, heptadecyl-",316.5753,32,
14759-06-9,SULFORIDAZINE,403.5692,121-123,
14816-18-3,PHOXIM,298.3028,6.1,
14817-09-5,Decimemide,337.4632,121.5,
14838-15-4,PHENYLPROPANOLAMINE,151.2101,101.25,Merck Index (2001)
14850-22-7,"3-OCTENE, (Z)-",112.2167,-126,
14850-23-8,4-OCTENE (TRANS),84.1625,-93.8,
14852-31-4,2-HEXADECANOL,242.4488,44,
14885-29-1,"1H-IMIDAZOLE, 1-METHYL-2-(1-METHYLETHYL)-5-NITRO",169.1846,60,
14892-14-9,Pentafluorophenoxyacetic acid,242.1033,109,
14901-07-6,beta-Ionone,192.3038,< 25,
14906-59-3,4-CYANOPYRIDINE OXIDE,122.1275,223-225,
14912-44-8,Ylangene,204.3585,< 25,
14919-01-8,"3-OCTENE, (E)-",112.2167,-110,
14929-11-4,Simfibrate,469.3661,52,
14938-35-3,4-PENTYLPHENOL,164.2496,23,
14977-61-8,Chromyl Chloride,154.9008,-96.5,
14979-39-6,"3-HEPTANOL, 4-METHYL- (VAN8CI9CI)",130.2321,-123,
14996-78-2,2-Phenyl-cycloheptanone,188.2719,22.2,
15022-08-9,Diallyl Carbonate,142.156,< 25,
15086-94-9,D & C Red no. 21,647.8998,295,ChemFinder (2005)
15104-61-7,"1,1,2,3,3-PENTACHLOROPROPANE",216.3224,-10,
15121-84-3,"Benzeneethanol, 2-nitro-",167.1658,2,
15165-67-0,"Propanoic acid, 2-(2,4-dichlorophenoxy)-, (R)-",235.0683,122,"Tomlin, CDS (1997)"
15174-69-3,4-Hydroxy-3-methylbenzaldehyde,136.1518,119,
15176-29-1,Edoxudine,256.2606,152.5,
15180-00-4,Prednival,444.5732,211.5,
15220-85-6,2-METHYL-1-PROPENE (TETRAMER),226.4494,-98,
15232-76-5,3-OCTYNE,110.2008,-103.9,
15258-73-8,"BENZENEMETHANOL, 2,6-DICHLORO-",177.0313,98,
15263-53-3,Cartap,237.3445,131 dec,
15271-41-7,Tranid,241.679,143.5,
15299-99-7,"N,N-DIETHYL-2-(1-NAPHTHALENYLOXY)PROPANAMIDE",271.3624,75,
15301-40-3,Actinoquinol,253.2786,286 dec,
15301-48-1,BEZITRAMIDE,492.6263,145-149,
15301-93-6,Tofenacin,255.363,< 25,
15302-16-6,Fenozolone,204.2305,148,
15307-79-6,"BENZENEACETIC ACID, 2-[(2,6-DICHLOROPHENYL)AMINO",318.1371,283-285,
15310-01-7,"BENZAMIDE, 2-IODO-N-PHENYL",323.1352,137.0,
15318-45-3,Thiamphenicol,356.2271,165.3,
15351-13-0,Nicofuranose,600.5466,141,
15356-70-4,"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1.al",156.2703,38,
15361-99-6,"BENZENE, 1,2,3,4-TETRAMETHOXY-5-(2-PROPENYL)-",238.286,25,
15421-84-8,Trapidil,205.2646,100,
15446-25-0,Methyl (4-chlorophenyl)sulfonyl acetate,248.6867,85,
15457-05-3,FLUORODIFEN,328.2063,94,
15469-77-9,Dec-3-enoic acid,170.2538,18,
15500-66-0,Pancuronium Bromide,732.6875,215,
15521-65-0,"Nickel, bis(dimethylcarbamodithioato-kappaS,kapp",121.2239,250 dec,"Tomlin, CDS (1997)"
15537-71-0,N-Acetylpenicillamine,191.2506,183,
15545-48-9,CHLORTOLURON,212.6809,148.1,
15585-70-3,Bibenzonium Bromide,364.3292,145.5,
15599-39-0,Noxythiolin,120.174,89,
15647-11-7,"Cyclohexanol, 3-(aminomethyl)-3,5,5-trimethyl-",171.285,45.5,
15657-96-2,"Propanenitrile, 2-(acetyloxy)-",113.117,-75,
15663-27-1,CIS-PLATIN,300.0572,270 dec,
15676-16-1,SULPIRIDE,341.4323,178 dec,
15686-61-0,Fenproporex,188.2747,< 25,
15686-83-6,PYRANTEL,206.3116,178.5,
15687-18-0,Fenpentadiol,228.7211,76.5,
15687-22-6,Folescutol,277.2794,232,
15687-27-1,IBUPROFEN,206.2872,76,
15764-04-2,"2(3H)-Naphthalenone, 4,4a,5,6,7,8-hexahydro-4,4a",218.342,51.5,
15793-40-5,Terodiline,281.4449,< 25,
15804-19-0,"QUINOXALINE-1,4-DIHYDRO-2,3-DIONE",162.1492,> 300,
15825-70-4,Mannitol Hexanitrate,452.1601,107,
15861-24-2,INDOLE-5-CYANO-,142.1616,106-108,
15862-07-4,"2,4,5-TRICHLOROBIPHENYL",257.5486,76.3,
15869-80-4,"HEPTANE, 3-ETHYL-",128.2598,-114.9,
15869-85-9,"NONANE, 5-METHYL-",142.2868,-87.7,
15870-10-7,2-METHYL-1-HEPTENE,112.2167,-90,
15879-93-3,CHLORALOSE,309.5323,182-184,
15890-40-1,"1(TRANS), 2(CIS), 3-TRIMETHYLCYCLOPENTANE",112.2167,-112,
15905-32-5,"Erythrosine, phenolic",835.9014,303 dec,"Green, FJ (1990)"
15950-66-0,"2,3,4-TRICHLOROPHENOL",197.4492,83.5,
15953-45-4,5-Chloro-3-methyl-1H-pyrazole,116.5509,118.5,
15953-73-8,"4-Chloro-3,5-dimethyl-1H-pyrazole",130.5779,117.5,
15971-29-6,4-Methoxy-naphthalene-1-carbaldehyde,186.2123,34.8,
15972-60-8,ALACHLOR,269.774,40,
16034-77-8,Iocetamic acid,613.9622,224.0,
16063-70-0,"2,3,5-TRICHLOROPYRIDINE",182.4374,48-50,
16090-02-1,CI FLUORESCENT BRIGHTENER 260,924.9321,>270,
16091-18-2,Dioctyltin maleate,459.1975,90-105,CHEM INSPECT TESTING INST (1992)
16096-32-5,4-Methylindole,131.1788,5,
16110-09-1,"2,5-DICHLOROPYRIDINE",147.9924,59-62,
16110-51-3,CROMOGYLYCIC ACID,468.3774,241 dec,
16118-49-3,Carbetamide,236.2729,119.0,
16133-49-6,3-AMINO-4-NITRO-ANISOL,168.1534,131,
16136-84-8,"1-PROPENE, 1-CHLORO-, (Z)-",76.5263,-134.8,
16136-85-9,"1-PROPENE, 1-CHLORO-, (E)-",76.5263,-99,
16188-57-1,"Phenol, 2-iodo-4-methyl-",234.0376,35,
16197-90-3,4-CHLOROCROTONIC ACID,120.5363,83,
16245-79-7,4-Octylaniline,205.3461,20,
16308-92-2,"2,4-DIMETHYLBENZYL ALCOHOL",136.1954,22,
16326-97-9,"1,3-CYCLOPENTANEDIOL, CIS-",102.1343,31,
16326-98-0,"1,3-CYCLOPENTANEDIOL, TRANS-",102.1343,40,
16329-23-0,"cis-exo-2,3-Norbornanediol",128.1725,139,
16357-59-8,"1(2H)-Quinolinecarboxylic acid, 2-ethoxy-, ethyl",247.2965,56.5,
16409-44-2,Geranyl Acetate (isomer mix),196.292,< 25,
16409-45-3,dl-MENTHYL ACETATE,198.3079,< 25,
16419-60-6,"Boronic acid, (2-methylphenyl)-",135.9596,166.5,
16420-13-6,"Carbamothioic chloride, dimethyl-",123.605,42.5,
16433-43-5,4-Phenylpentanoic acid,178.233,13,
16452-01-0,5-AMINO-2-METHYL-ANISOL,137.183,56.5,
16484-17-6,"2H-INDEN-2-ONE, OCTAHYDRO-, TRANS-",138.2113,-12,
16484-77-8,Mecoprop-P,214.6504,95,
16491-15-9,"CYCLOPENTENE, 1,5-DIMETHYL-",96.1737,-118,
16532-79-9,"Benzeneacetonitrile, 4-bromo-",196.0477,48,ALDRICH (2003)
16543-55-8,3-(1-NITROSO-2-PYRROLIDINYL)PYRIDINE,177.2075,47,
16554-83-9,BICYCLO(4.1.0)HEPT-3-ENE,94.1578,< 25,
16563-41-0,"PROPANOIC ACID, 3-(1-NAPHTHALENYLOXY)-",216.2388,146.5,
16582-38-0,1-Chloro-3-methyl-5-nitro-benzene,171.5844,61,
16583-98-5,"2H-BENZOTRIAZOLE-2-ACETIC ACID, à,à-DIMETHYL-",205.2181,152.5,
16590-41-3,NALTREXONE,347.4584,168-170,
16629-19-9,2-Thiophenesulfonyl chloride,182.6483,28,
16645-06-0,"N,N-DIMETHYLHYDROXYLAMINE",61.0842,107-109,
16650-52-5,5-Chloro-naphthalene-1-carboxylic acid,206.6302,245,
16672-87-0,ETHEPHON,144.4951,74,
16696-65-4,"1,11-Dibromo-undecane",314.106,166,
16721-80-5,SODIUM HYDROSULFIDE,56.0618,350,
16736-42-8,"2,6-OCTADIENE, 2,7-DIMETHYL-",138.255,-74.4,
16747-26-5,"2,2,4-TRIMETHYLHEXANE",128.2598,-120,
16747-28-7,"2,3,3-TRIMETHYLHEXANE",128.2598,-116.8,
16747-30-1,"2,4,4-TRIMETHYLHEXANE",128.2598,-113.4,
16747-31-2,"3,3,4-TRIMETHYLHEXANE",128.2598,-101.2,
16747-32-3,"2,2-DIMETHYL-3-ETHYLPENTANE",128.2598,-99.3,
16747-38-9,"2,3,3,4-TETRAMETHYLPENTANE",128.2598,-102.1,
16747-44-7,"2,2,3,3,4-PENTAMETHYLPENTANE",142.2868,-36.4,
16747-45-8,"2,2,3,4,4-PENTAMETHYLPENTANE",142.2868,-38.7,
16747-50-5,"CYCLOPENTANE, 1-ETHYL-1-METHYL-",112.2167,-143.8,
16749-11-4,"CYCLOHEXANE, 1,4-DICHLORO-, CIS-",153.0526,18,
16752-77-5,METHOMYL,162.2116,78,
16766-29-3,"3,4,5-Trichloroveratrole",241.5028,66,
16766-30-6,4-Chloroguaiacol,158.5856,16.5,
16773-42-5,1(3CL2OHPR)-2-ME-5-NO2 IMIDAZOLE,219.6291,77-78,
16794-13-1,2-Methylpropane-2-sulfonic Acid,138.1865,113,
16813-18-6,2-HEPTADECANOL,256.4759,54,
16846-24-5,Josamycin,828.0159,131.5,
16874-33-2,"2-FURANCARBOXYLIC ACID, TETRAHYDRO-",116.1177,21,
16883-48-0,"CYCLOPENTANE, 1,2,4-TRIMETHYL-, (1.ALPHA.,2.BETA",112.2167,-130.8,
16898-52-5,"Piperidine, 4,4'-(1,3-propanediyl)bis-",210.3656,67.1,
16932-49-3,"2,6-Dimethoxy-benzonitrile",163.1776,119,
16957-70-3,"2-Pentenoic acid, 2-methyl-, (E)-",114.1454,24.4,
16995-35-0,"1,1,1,3-TETRACHLOROACETONE",195.8608,65,
17021-26-0,Calusterone,316.488,128,Merck Index (2001)
17057-88-4,"3,5-Dimethyl-biphenyl",182.2677,22.5,
17059-52-8,"BENZOFURAN, 7-METHYL-",132.1635,109,
17082-12-1,"DIAZENE, DIPHENYL-, (E)-",182.2269,68.5,
17085-91-5,"NAPHTHALENE, 1-(1,1-DIMETHYLETHYL)-",184.2836,-11.3,
17102-64-6,"2,4-Hexadien-1-ol, (E,E)-",98.146,30.5,
17109-49-8,EDIFENPHOS,310.3763,< 25,
17176-77-1,Dibenzyl Phosphite,262.2477,-5,
17199-29-0,"Benzeneacetic acid, .alpha.-hydroxy-, (S)-",152.1512,134,
17216-08-9,"2-Acetyl-3,4-dihydro-2H-naphthalen-1-one",188.2282,56,
17226-75-4,Khellol Glucoside,408.3653,179,
17230-88-5,Danazol,337.466,225.6,
17243-64-0,Piprozolin,298.407,86.5,
17301-94-9,"NONANE, 4-METHYL-",142.2868,-99,
17348-59-3,ISOPROPYL T-BUTYL ETHER,116.205,-88,
17356-19-3,"Cyclopentanol, 1-ethynyl-",110.1572,27,
17372-87-1,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one,",647.8998,295.5,
17397-89-6,Cerulenin,223.2742,93.5,
17406-45-0,TOMATINE,1036.229,270,
17418-58-5,C.I. DISPERSE RED 60,331.3309,185,
17422-33-2,6-CHLOROINDOLE,151.5967,90,
17484-36-5,4-Methoxy-1-methyl-2-nitro-benzene,167.1658,17,
17534-15-5,"Benzene-1,2-dithiol",142.2427,28.5,
17560-51-9,Metolazone,365.8412,256.0,
17587-22-3,"1,1,1,2,2,3,3-HEPTAFLUORO-7,7-DIMETHYL-4,6-OCTA*",296.1868,38,
17590-01-1,Amphetaminil,250.3464,86,
17606-31-4,BENSULTAP,431.6172,83.5,
17609-31-3,"2,4,6-OCTATRIENAL",122.1683,56.8,
17611-82-4,"Butanedinitrile, ethyl-",108.1441,-41,
17617-23-1,Flurazepam,387.8884,79.5,
17618-76-7,2-Methyl-hept-3-ene,112.2167,-107.5,
17627-77-9,ANHALONIDINE,223.2742,160.5,
17650-86-1,Amicetin,618.6929,167,
17673-25-5,Phorbol,364.4426,249 dec,
17692-31-8,Dropropizine,236.3165,105,
17692-34-1,Etodroxizine,418.9681,< 25,
17692-39-6,Fomocaine,311.4278,52.5,
17696-11-6,8-BROMOOCTANOIC ACID,223.1115,38.5,
17696-37-6,"Phenol, 4-(1,1-dimethylethyl)-2,5-dimethyl-",178.2767,71.2,
17700-09-3,"2,3,4-TRICHLORONITROBENZENE",226.4473,55-56,
17702-41-9,DECABORANE,108.11,99.6,CRC (2000)
17737-65-4,Clonixin,262.6978,234,
17745-45-8,"Boronic acid, propyl-",87.915,107,
17784-12-2,Sulfacytine,294.3344,166.5,
17788-00-0,"Phenol, 2,4-dichloro-3-methyl-",177.0313,58,
17804-35-2,BENOMYL,290.3246,140 dec,
17804-49-8,C.I. Reactive Red 2,571.3775,>300,ALDRICH (2000)
17849-38-6,"BENZENEMETHANOL, 2-CHLORO-",142.5862,73,
17851-27-3,"BENZENE, 1-ETHYL-2,4,5-TRIMETHYL-",148.2502,-13.5,
17854-59-0,Mepixanox,323.3953,159.5,
17902-23-7,TEGAFUR,200.1709,171-173,
17924-92-4,Zearalenone,318.373,164.5,
18031-40-8,(S)-(-)-Perrillaldehyde,150.2225,< 25,
18046-21-4,FENTIAZAC,329.8077,161.5,
18053-31-1,Fominoben,401.8967,122.75,
18063-03-1,"2,6-DIFLUOROBENZAMIDE",157.1208,145-148,
18109-80-3,Butamirate,307.4367,< 25,
18171-59-0,"Silane, chloro(dichloromethyl)dimethyl-",177.5342,-48,
18172-67-3,(1S)-(-)-beta-Pinene,136.239,-61,
18181-70-9,IODOFENPHOS,412.9994,72-73,
18181-80-1,"ISOPROPYL 4,4'DIBROMOBENZILATE",428.1233,77,
18261-92-2,3-OCTADECANONE,268.487,51,
18264-75-0,"Hydrazinecarboximidamide, N-nitro-",119.0833,185.0,
18281-05-5,ETHYL EICOSANOATE,340.5948,50,
18282-59-2,"Benzene, 4-bromo-1,2-dichloro-",225.9008,25,
18309-32-5,"Bicyclo 3.1.1 hept-3-en-2-one, 4,6,6-trimethyl-,",150.2225,9.8,
18378-89-7,Plicamycin,1085.1711,181.5,
18398-36-2,"3,4-Dichloro-[1,2]naphthoquinone",227.0482,184,
18423-69-3,"3,4-BIS(1,3-BENZODIOXOL-5-YLMETHYL)TETRAHYDRO-2*",356.3788,131.5,
18428-34-7,3-Ethyl-3-pentyl hydroperoxide,132.2044,2.5,
18435-45-5,1-NONADECENE,266.5147,23,
18444-79-6,"Spiro 4.5 dec-6-en-8-one, 6,10-dimethyl-2-(1-met",218.342,44.5,
18464-39-6,Caroxazone,206.2028,204,
18467-77-1,".ALPHA.-L-XYLO-2-HEXULOFURANOSONIC ACID, 2,3:4,6",274.2731,74,
18476-57-8,"2,6-OCTADIENE, 4,5-DIMETHYL-",138.255,-64.8,
18493-30-6,Metochalcone,298.3418,97,
